5.767682805339711649e+01 3.501175532974698079e+00 3.805310711123091605e-01 3.378004187830396798e-02 9.828871953407555262e-01 1.141091229299969964e-03
3.205662698412699285e+01 3.393531746031746454e+00 4.007666327205316459e-01 3.303553553505193807e-02 9.937461491899887145e-01 1.091346608087679368e-03
1.718083492975734217e+01 2.232120051085568324e+00 5.138798659558656556e-01 4.558413454458419556e-02 9.974369703025149914e-01 2.077913322178753970e-03
6.539755608974360257e+01 3.903044871794871362e+00 3.913275575018199115e-01 3.201998233831021556e-02 9.888407394943448114e-01 1.025279268945698211e-03
1.001235052614795791e+02 3.612703284438775420e+00 4.148465588981961050e-01 3.339781229301821974e-02 9.844030534626072582e-01 1.115413865959678959e-03
2.292361028093245778e+01 2.816298067344092715e+00 3.950562912224220291e-01 2.566625676557488314e-02 9.958379341325873657e-01 6.587567363564184736e-04
5.598882113821138518e+01 3.331081619639725488e+00 4.375977019342295327e-01 3.962419428010919425e-02 9.920596728317511159e-01 1.570076772347837922e-03
6.825740169238427768e+01 4.365793927327028534e+00 3.368160521463465784e-01 2.454613986499025804e-02 9.850132002519528251e-01 6.025129822716639985e-04
8.243574617346938282e+01 4.276387117346938993e+00 3.582822408080469367e-01 3.083376950577178602e-02 9.858187800768598574e-01 9.507213419350620453e-04
2.681378968253967798e+01 2.408234126984126533e+00 4.686027321188530048e-01 3.420558673606075711e-02 9.917161892262729150e-01 1.170022163958175541e-03
5.553137958532696672e+01 3.034011164274322603e+00 4.427717679064044343e-01 4.502898771871837597e-02 9.836297468270198685e-01 2.027609734972490082e-03
8.390417147633637285e+01 4.770270270270267510e+00 4.235534042157785839e-01 1.177526980331772138e-01 9.920760391065837069e-01 1.386569789409261566e-02
1.992114424881223727e+02 6.697768195791912405e+00 3.657323888994268857e-01 4.190722874806390025e-02 9.539864247224002503e-01 1.756215821342553638e-03
6.558449817025616824e+01 3.439718439418481655e+00 4.118809451259340948e-01 5.083396112544022460e-02 9.933284718065442664e-01 2.584091603702768063e-03
1.483695513204683039e+02 5.821507051819890144e+00 3.673972446820420457e-01 4.328433067242618004e-02 9.782061496226474029e-01 1.873533281759933670e-03
1.158990629984051424e+02 7.045594098883572798e+00 2.128824248901879379e-01 2.120970399701258349e-02 9.761352158585182570e-01 4.498515436408916080e-04
6.911070914614649041e+01 4.932383274704190690e+00 2.921343558115382932e-01 2.447615838391429752e-02 9.885571044365284443e-01 5.990823292344580773e-04
4.679009462211044479e+01 3.859444244819739911e+00 3.741850776698546488e-01 3.748573004349840809e-02 9.903959581595846995e-01 1.405179956894039156e-03
3.842447433981065785e+01 3.155396113602390695e+00 4.234810902100084595e-01 3.384653088545985788e-02 9.939875229081495123e-01 1.145587652980387854e-03
1.578825793650793230e+02 4.998888888888886939e+00 4.172660847067312662e-01 1.505202349718848531e-01 9.867396417476620440e-01 2.265634113599142643e-02
6.911070914614649041e+01 4.932383274704190690e+00 2.921343558115382932e-01 2.447615838391429752e-02 9.885571044365284443e-01 5.990823292344580773e-04
7.893824351297402586e+01 5.183193612774450010e+00 3.360352596703938266e-01 8.321762078833830345e-02 9.871242040367175230e-01 6.925172409671675328e-03
